pm2_5,pm10,no2,so2,co,o3,trees_needed
78.03532317523569,63.6885493631997,35.096153629629185,54.470833548294046,307.39814522761674,62.077150440229104,72
190.38928974993365,167.15127473972387,33.40256189327998,64.14114898092704,412.44454818499383,73.6481706093781,118
147.738818653224,263.1542924041584,109.21927675991923,21.53649610581492,392.07241840557157,128.90937201431615,142
121.73840441842214,222.34521705877273,33.6978129826932,50.740179769345914,119.25495711219816,54.30063597868436,92
35.423634886275124,243.90273287982043,36.274218504792564,46.596186685212395,117.16226138366326,131.09920429776486,87
35.41893146555952,201.04717634610805,92.33080017806583,66.96076938948515,170.678465485211,17.779492491620267,92
16.326304372798894,210.76020371017722,56.7200818818121,72.67479071753831,212.48362685346675,117.63577339525146,94
173.90434842611236,256.2667389539426,94.32171404984584,2.9482281752361708,233.80501163381717,127.89440679293678,129
122.21742728992572,82.40372256916392,12.517108119904304,54.573553686585825,355.8637475750054,31.36355966141412,75
143.07415267022887,151.93323945651073,61.070687272439194,6.043192331338863,75.50619447462593,67.40024719396907,83
9.013976387681478,74.15073812768465,8.865564021077503,44.810975876033766,65.60271690172988,28.997467326230066,33
194.1324211715889,296.4237223190276,12.20511839736577,24.435352865406898,226.35975332475905,107.45759870416157,117
167.32631495608223,283.7772085091178,109.24030713460726,25.928574762727013,363.72366146209123,82.62542636894023,143
46.40612658226385,21.43377529686671,21.013217678523443,29.530763269283813,137.04590433041716,97.12188527270655,44
40.45586860538462,214.61680002954967,66.22837846164997,50.46081102586959,338.67701656531324,33.490610208650615,93
40.763879421419595,278.3220120505431,52.275994299081255,28.055897322164,166.92266207313475,35.70314999760083,85
64.32723737710985,62.366850086926725,44.94448251976691,59.150525946041874,448.73874896608237,11.017112198936424,74
107.32750416828638,174.70411686026256,108.48083475403634,33.55313607476184,453.0604749199774,51.69979260338081,117
89.22927863521258,275.4916063005321,7.509690629181293,7.331549624176772,183.7792419265969,86.16297589338286,82
61.78968233861817,19.844333789881667,81.33581391019274,63.13326771376036,153.49718928345823,129.40056252961267,78
124.31131447086399,212.25187750158358,115.7903599345583,24.28914931823107,235.08678742980408,101.7044798815087,121
32.201302827148155,96.23121213803972,69.41934109811183,35.755816608742485,158.23921333106694,68.13246689296395,66
61.96820646436754,278.0748966591938,112.73458313380556,55.464622891308316,352.57272948126666,143.20241658714997,136
76.44055944226989,291.60689109795663,11.009656117892733,27.93158025759954,421.72910804672847,109.29055408349562,103
93.93364692232201,283.83728184289583,53.16123169352856,6.413681179443818,352.8914589100477,139.87395441506976,113
158.10931247163765,147.5221228306645,34.91814596063588,31.16584166699946,420.95770126220725,81.50025612446402,102
43.936387520880146,259.9923687869009,89.04441097278392,75.66698945015567,228.64647299336335,42.54111984500524,109
105.27571549065426,254.9193255751704,117.84916540718336,52.05528298928754,120.34263681898739,12.659869522884687,115
120.52084092809828,102.53913724054414,34.500957181088495,54.37537359604214,382.0779263289165,110.28230346515832,95
14.057830480399556,250.38548750369642,80.23007916951856,51.31800798373591,212.21352731369925,22.588934710802448,90
123.47124612078048,20.732214067492862,27.781227767370115,17.521386838836072,352.0718713531096,48.90239359943524,63
38.25220411902185,182.9182647597954,70.01297927573513,34.63004139997785,171.78977389179454,82.20828164316512,83
17.685060632129506,76.70256281343389,58.35223596915866,60.573304272338824,86.5533356630027,86.84040522806342,62
190.03267976439997,44.964396875410856,116.78061290762676,9.907086009146413,496.6618079694935,92.08456356313472,118
193.29824644953908,32.316428472470655,74.98063636009365,23.672516534997555,120.29067856876968,29.107022900706593,81
162.63748288270992,211.92374500466053,45.19323278998416,23.55289046033658,494.78944728356646,60.06192369913907,115
64.39968498880728,108.56373949273917,18.121015262112337,35.69747635237147,489.7759696549013,94.49316293196017,79
24.046062231244854,220.18236374334083,22.393385304517473,78.46876179349043,407.2181467586178,145.6237353718988,102
138.4254401698706,28.953338831693287,30.911446944392036,7.265198641338111,346.74033293689894,110.50651496645486,73
90.82973627922226,101.434197970877,33.86116605413427,42.458677561686414,310.0131726129881,138.77754477862388,86
28.79745579473187,166.45247478884778,102.82084665173085,15.990445196952415,439.7456954200256,115.52074845555568,101
101.55949747169768,239.30971780329943,69.54062065249036,77.71277054196004,180.24778472876957,90.79896048939807,116
11.705761617467587,102.43822585030027,65.18995480805214,10.837673368742207,260.4565456181947,32.84338852476996,56
182.3174784053625,191.50849916673263,18.19842026496001,33.480878184204116,328.72548621492587,101.6694195244144,107
55.4620964120033,266.93354698849424,103.91606473518502,59.555028817099284,235.035714141271,95.39003706418653,120
134.1918454490265,188.60032457286832,88.12364486897563,56.95524538614073,242.3689043406206,92.35802971630363,119
65.78365983743514,77.5582476785538,12.781861618500182,34.97283367772672,198.62810037593798,76.01895085829491,56
106.41326412967311,17.076226651396027,86.4010361814234,29.02888510031202,303.90431750804123,81.65520757844496,82
111.60850447193953,262.32867343126964,67.50689499440429,33.01376552712391,432.7585376068022,53.49416643212509,118
41.04661882747777,16.16812914661227,14.398414760879499,22.613548526373865,140.68777010284077,80.30034043313395,37
194.0690024140889,263.6634850784178,57.704573775795495,18.015969219130383,470.4948674390486,33.64560632337935,127
